整数型|整数型|整数型|整数型|整数型|整数型|整数型|不可用|整数型|字符型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|字符型|整数型|字符型|不可用|整数型|字符型|整数型|整数型|不可用|不可用|不可用|整数型|整数型|整数型|字符型|整数型|字符型|整数型|字符型|整数型|整数型|不可用|整数型|整数型|整数型|整数型|整数型|整数型|整数型|字符型|整数型|整数型|字符型|不可用|字符型
32913|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|雾山五行联动英雄礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>英雄 申屠子夜\n<color=9190b3>英雄 闻人翊悬\n<color=ff6600>仅在2022年1月20日更新后至2022年2月28日期间开放购买，每人限购1次。\n<color=ff6600>已经拥有英雄闻人翊悬的建议单独购买英雄申屠子夜|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32914|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|新服首充礼包|<color=ff6600>获得礼包后可立即开启一次，每24小之后开启一次，共可以开启3次。\n<color=ff6600>第一次开启可获得：<color=9190b3>英雄 伊莉雅\n<color=ff6600>第二次开启可获得：<color=9190b3>皮肤 群星魔法少女(伊莉雅)30天*1\n<color=ff6600>第三次开启可获得：<color=9190b3>伊莉雅今天吃什么 称号|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32915|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|伊莉雅今天吃什么 称号|<color=ff6600>新服首充礼包限定称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32916|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第二天）|<color=ff6600>使用后可获得：\n<color=9190b3>皮肤 圣杯诅咒（亚瑟王）7天*1\n<color=9190b3>皮肤（圣杯诅咒）3折卡（15天）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32917|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第三天）|<color=ff6600>使用后可获得：\n<color=9190b3>双倍经验卡（4胜）*1\n<color=9190b3>双倍金币卡（4胜）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32918|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第五天）|<color=ff6600>使用后可获得：\n<color=9190b3>双倍经验卡（4胜）*1\n<color=9190b3>双倍金币卡（4胜）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32919|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第七天）|<color=ff6600>使用后可获得：\n<color=9190b3>皮肤 泳装（亚瑟王）7天*1\n<color=9190b3>皮肤（泳装）4折卡（15天）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32920|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第十天）|<color=ff6600>使用后可获得：\n<color=9190b3>双倍经验卡（4胜）*1\n<color=9190b3>双倍金币卡（4胜）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32921|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第十二天）|<color=ff6600>使用后可获得：\n<color=9190b3>双倍经验卡（4胜）*1\n<color=9190b3>双倍金币卡（4胜）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32922|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|旅途的日记签到礼包（第十五天）|<color=ff6600>使用后可获得：\n<color=9190b3>皮肤 Alter（亚瑟王）7天*1\n<color=9190b3>皮肤（Alter）5折卡（15天）*1|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32923|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|卫宫永恒华彩-干将|<color=ff6600>被封印的神兵-干将（1月27日维护后解封）|1|\UI\Icon\Restore\32923.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32924|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|1|1|0|0|皮肤 小红帽拉姆（康娜）15天|<color=ff6600>皮肤 小红帽拉姆（康娜）15天|1|UI\Icon\Skin\234\234Skin1__head.BMP| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32925|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|1|1|0|0|皮肤 绯鞠(蝴蝶忍)15天|<color=ff6600>皮肤 绯鞠(蝴蝶忍)15天|1|UI\Icon\Skin\274\274Skin1__head.BMP| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32926|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|影（天天）皮肤随机钻石抵用券|<color=ff6600>使用后有概率获得以下内容之一：\n<color=9190b3>影（天天）皮肤20钻石抵用券（7天）*1\n<color=9190b3>影（天天）皮肤50钻石抵用券（7天）*1\n<color=9190b3>影（天天）皮肤80钻石抵用券（7天）*1\n影（天天）皮肤随机钻石抵用券合成活动时间2022年2月10日更新后至2022年2月22日23：59|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32927|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|今天还是一个人 称号|<color=ff6600>2022年情人节专属称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32928|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|元宵特惠礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>改名卡*1\n<color=9190b3>4级随机宝石箱*1\n<color=ff6600>仅在2022年2月15日0点至2022年2月15日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32929|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|元宵团圆礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>装备升级符*130\n<color=9190b3>符文碎片*260\n<color=ff6600>仅在2022年2月15日0点至2022年2月23日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32930|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|影（天天）皮肤随机钻石抵用券（高级）|<color=ff6600>使用后有概率获得以下内容之一：\n<color=9190b3>影（天天）皮肤50钻石抵用券（7天）*1\n<color=9190b3>影（天天）皮肤80钻石抵用券（7天）*1\n影（天天）皮肤随机钻石抵用券合成活动时间2022年2月10日更新后至2022年2月22日23：59|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32931|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|影（天天）皮肤钻石抵用券礼包|<color=ff6600>使用后可获得：\n<color=9190b3>影（天天）皮肤随机钻石抵用券*1|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32932|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|瑰姿艳逸抵用券包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>瑰姿艳逸（本多二代）皮肤30钻石抵用券*1\n<color=9190b3>瑰姿艳逸（不知火舞）皮肤30钻石抵用券*1\n<color=9190b3>金币*500|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32933|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|瑰姿艳逸高级抵用券包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>瑰姿艳逸（本多二代）皮肤50钻石抵用券*1\n<color=9190b3>瑰姿艳逸（不知火舞）皮肤50钻石抵用券*1\n<color=9190b3>金币*2000|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32934|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|圣王逐梦秘宝|<color=ff6600>使用后必定获得物品：英雄表情随机礼包*2。并有概率获得以下内容之一：\n<color=9190b3>皮肤 圣王（亚瑟王）/逐梦密钥自选礼包*1\n<color=9190b3>皮肤 八六（真红）/逐梦密钥自选礼包*1\n<color=9190b3>皮肤 连衣裙（我妻由乃）/逐梦密钥自选礼包*1\n<color=9190b3>逐梦密钥*6\n<color=9190b3>逐梦密钥*8\n<color=9190b3>逐梦密钥*10\n<color=9190b3>逐梦密钥*12\n<color=9190b3>逐梦密钥*20\n<color=ff6600>仅在2022年9月15日更新后至2022年9月28日期间开放购买。|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|1|0|0.000000| |0.000000
32935|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|铁路人偶逐梦秘宝|<color=ff6600>使用后必定获得物品：英雄表情随机礼包*1。并有概率获得以下内容之一：\n<color=9190b3>皮肤 八六（真红）/逐梦密钥自选礼包*1\n<color=9190b3>皮肤 浴衣（白井黑子）/逐梦密钥自选礼包*1\n<color=9190b3>皮肤 和服（远坂凛）/逐梦密钥自选礼包*1\n<color=9190b3>逐梦密钥*2\n<color=9190b3>逐梦密钥*3\n<color=9190b3>逐梦密钥*4\n<color=9190b3>逐梦密钥*5\n<color=9190b3>逐梦密钥*10\n<color=ff6600>仅在2022年2月17日更新后至2022年2月23日期间开放购买。|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32936|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|皮肤 圣王（亚瑟王）/逐梦密钥自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>皮肤 圣王（亚瑟王）*1\n<color=9190b3>逐梦密钥*150|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32937|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|皮肤 八六（真红）/逐梦密钥自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>皮肤 八六（真红）*1\n<color=9190b3>逐梦密钥*80|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32938|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|皮肤 连衣裙（我妻由乃）/逐梦密钥自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>皮肤 连衣裙（我妻由乃）*1\n<color=9190b3>逐梦密钥*30|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32939|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|瑰姿艳逸皮肤礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>皮肤 瑰姿艳逸（本多二代）*1\n<color=9190b3>皮肤 瑰姿艳逸（不知火舞）*1\n<color=9190b3>限定称号 瑰姿艳逸*1\n<color=ff6600>仅在2022年2月17日更新后至2022年2月23日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32940|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|月中助力礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>随机优秀属性洗练卡*2\n<color=ff6600>仅在2022年2月17日更新后至2022年2月23日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32941|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|瑰姿艳逸 称号|<color=ff6600>瑰姿艳逸皮肤礼盒限定称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32942|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|《300英雄》助力冬奥会礼包|<color=ff6600>使用后有概率获得以下内容之一：\n<color=9190b3>莫比乌斯币*8\n<color=9190b3>莫比乌斯币*88\n<color=9190b3>莫比乌斯币*888\n<color=ff6600>该礼包只能在2022年2月20日至2022年3月30日期间开启，其余时间由获得100金币|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32943|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|时钟塔自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>史诗皮肤自选礼包（时钟塔）\n<color=9190b3>5级宝石自选礼包\n<color=ff6600>史诗皮肤自选礼包(时钟塔)使用后可自由选择以下史诗皮肤中的一个：\n<color=9190b3>皮肤 结衣（凸守早苗）\n<color=9190b3>皮肤 夏洛特（强袭自由）\n<color=9190b3>皮肤 万圣节女巫（梅比斯）\n<color=9190b3>皮肤 第六天魔王（巴麻美）\n<color=9190b3>皮肤 月华幽兰（阿尔泰尔）\n<color=9190b3>史诗皮肤随机礼包碎片*5|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32944|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|史诗皮肤自选礼包（时钟塔）|<color=ff6600>使用后可自由选择以下史诗皮肤中的一个：\n<color=9190b3>皮肤 结衣（凸守早苗）\n<color=9190b3>皮肤 夏洛特（强袭自由）\n<color=9190b3>皮肤 万圣节女巫（梅比斯）\n<color=9190b3>皮肤 第六天魔王（巴麻美）\n<color=9190b3>皮肤 月华幽兰（阿尔泰尔）\n<color=9190b3>史诗皮肤随机礼包碎片*5|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32945|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|符文特惠礼盒|<color=ff6600>使用后可获得：\n<color=9190b3>4级紫色宝石箱*1\n<color=9190b3>符文碎片*450\n<color=ff6600>仅在2022年2月24日更新后至2022年3月9日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32946|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|圣麻美特惠礼包|<color=ff6600>使用后获得以下物品：\n<color=9190b3>皮肤 圣麻美（巴麻美）*1（赠英雄 巴麻美）\n<color=9190b3>限定称号 降临神滨的圣女*1\n<color=ff6600>战场/皮肤（自选礼盒）使用后可自由选择以下道具中的一个：全皮肤随机礼包*1、战场补充礼包*1、劣化魔导石原石*120\n<color=ff6600>仅在2022年2月24日更新后至2022年3月2日24点期间开放购买，每人限购1次。|1|\UI\Icon\Restore\package_rookie3.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32947|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|降临神滨的圣女 称号|<color=ff6600>圣麻美特惠礼包限定称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32948|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|1|1|0|0|皮肤 周年派对（卫宫）15天|<color=ff6600>皮肤 周年派对（卫宫）15天|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32949|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|1|1|0|0|皮肤 大好真真子（黑衣剑士）15天|<color=ff6600>皮肤 大好真真子（黑衣剑士）15天|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32950|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|WM战队 称号|<color=ff6600>使用后获得WM战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32951|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|NR战队 称号|<color=ff6600>使用后获得NR战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32952|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|NE战队 称号|<color=ff6600>使用后获得NE战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32953|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|PONE战队 称号|<color=ff6600>使用后获得PONE战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32954|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|AI战队 称号|<color=ff6600>使用后获得AI战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32955|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|BR战队 称号|<color=ff6600>使用后获得BR战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32956|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|ER战队 称号|<color=ff6600>使用后获得ER战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32957|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|TKS战队 称号|<color=ff6600>使用后获得TKS战队 称号|1|\UI\Icon\achievement\Logo.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|4| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32958|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|拔刀斋自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>刽子手拔刀斋*1\n<color=9190b3>莫比乌斯币*50|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32959|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|楼观剑自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>楼观剑*1\n<color=9190b3>史诗皮肤随机礼包*1|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32960|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|夜空之剑自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>夜空之剑*1\n<color=9190b3>传说皮肤随机礼包*1|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32961|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|龙行天下自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>动态称号 龙行天下*1\n<color=9190b3>传说皮肤兑换券*1|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
32962|0|1|0|0|1|0| |1|restore|0|0|1|0|0|0|0|0|0|1|0|0|隐打自选礼包|<color=ff6600>使用后可自由选择以下道具中的一个：\n<color=9190b3>逆刃刀-隐打*1\n<color=9190b3>史诗皮肤随机礼包碎片*1|1|\UI\Icon\Restore\package_rookie2.dds| |9901|普通|4229|1| | | |1000|0|0|..\Data\Sceneobjs\Common\diaoluo\diaoluo.x|1| |0|0.000000|0|1| |0|0|0|0|0|0|0|0.000000|0|0|0.000000| |0.000000
